Genre,Reports,Processed_Reports,Age,Year,Gender,Nationality,Gpa_Label,Char_Count,Word_Count,Average_Word_Length,Average_Sentence_Length,Sentiment_Score,Subjectivity_Score,Sentiment_Label,Cluster,Emotion_Scores,Emotion_Polarity,Emotion_Label,Gpa_Label_Num
Academic Support and Resources,Limited course availability is causing me to have to adjust my academic plans and career aspirations.,limited course availability causing adjust academic plan career aspiration,27,1,F,Egypt,C,74,9,7.333333333333333,74.0,-0.03571428571428571,0.07142857142857142,Neutral,2,"(-0.03571428571428571, 0.07142857142857142)",-0.03571428571428571,Negative,2
Academic Support and Resources,Limited access to technology and software is causing me to fall behind in my coursework and struggle with assignments.,limited access technology software causing fall behind coursework struggle assignment,19,1,M,Egypt,D,85,10,7.6,85.0,-0.2357142857142857,0.4214285714285714,Neutral,2,"(-0.2357142857142857, 0.4214285714285714)",-0.2357142857142857,Negative,1
Academic Support and Resources,I'm worried about the quality of my research projects due to the limited access to research databases and materials.,worried quality research project due limited access research database material,17,1,M,Egypt,B,78,10,6.9,78.0,-0.09821428571428571,0.2589285714285714,Neutral,2,"(-0.09821428571428571, 0.2589285714285714)",-0.09821428571428571,Negative,3
Academic Support and Resources,The difficulty in finding and accessing course materials is causing me to spend unnecessary time and resources trying to complete assignments.,difficulty finding accessing course material causing spend unnecessary time resource trying complete assignment,16,1,F,Egypt,B,111,13,7.615384615384615,111.0,-0.15000000000000002,0.65,Negative,2,"(-0.15000000000000002, 0.65)",-0.15000000000000002,Negative,3
Academic Support and Resources,Limited access to academic advisors is causing me to feel unsupported and disconnected from my academic goals.,limited access academic advisor causing feel unsupported disconnected academic goal,17,1,F,Egypt,F,83,10,7.4,83.0,-0.023809523809523808,0.047619047619047616,Neutral,2,"(-0.023809523809523808, 0.047619047619047616)",-0.023809523809523808,Negative,0
Academic Support and Resources,Limited course availability is causing me to miss out on valuable academic opportunities and experiences.,limited course availability causing miss valuable academic opportunity experience,27,1,F,Egypt,B,81,9,8.11111111111111,81.0,-0.03571428571428571,0.07142857142857142,Neutral,2,"(-0.03571428571428571, 0.07142857142857142)",-0.03571428571428571,Negative,3
Academic Support and Resources,The limited access to technology and software is causing me to have to use outdated tools and resources for my coursework.,limited access technology software causing use outdated tool resource coursework,18,1,M,Egypt,B,80,10,7.1,80.0,-0.23571428571428577,0.38809523809523816,Neutral,2,"(-0.23571428571428577, 0.38809523809523816)",-0.23571428571428577,Negative,3
Academic Support and Resources,I feel like I'm not able to reach my full academic potential due to the limited access to research databases and materials.,feel like able reach full academic potential due limited access research database material,21,1,M,Egypt,B,90,13,6.0,90.0,0.10892857142857143,0.44880952380952377,Neutral,2,"(0.10892857142857143, 0.44880952380952377)",0.10892857142857143,Positive,3
Academic Support and Resources,The difficulty in finding and accessing course materials is causing me to feel stressed and overwhelmed with my coursework.,difficulty finding accessing course material causing feel stressed overwhelmed coursework,26,1,M,Egypt,F,89,10,8.0,89.0,0.0,0.0,Neutral,2,"(0.0, 0.0)",0.0,Neutral,0
Academic Support and Resources,Limited access to academic advisors is causing me to feel lost and unsupported in my academic journey.,limited access academic advisor causing feel lost unsupported academic journey,17,1,M,Egypt,C,78,10,6.9,78.0,-0.023809523809523808,0.047619047619047616,Neutral,2,"(-0.023809523809523808, 0.047619047619047616)",-0.023809523809523808,Negative,2
Academic Support and Resources,I'm concerned that my academic achievements and career prospects will be impacted by the limited course availability.,concerned academic achievement career prospect impacted limited course availability,23,1,F,Egypt,B,83,9,8.333333333333334,83.0,-0.03571428571428571,0.07142857142857142,Neutral,2,"(-0.03571428571428571, 0.07142857142857142)",-0.03571428571428571,Negative,3
Academic Support and Resources,The limited access to technology and software is causing me to feel unprepared for the demands of the modern workforce.,limited access technology software causing feel unprepared demand modern workforce,20,1,F,Egypt,A,82,10,7.3,82.0,0.0642857142857143,0.22142857142857142,Neutral,2,"(0.0642857142857143, 0.22142857142857142)",0.0642857142857143,Positive,4
Academic Support and Resources,The limited access to research databases and materials is making it difficult to produce high-quality research projects and assignments.,limited access research database material making difficult produce highquality research project assignment,24,1,F,Egypt,C,106,12,7.916666666666667,106.0,-0.2857142857142857,0.5714285714285714,Negative,2,"(-0.2857142857142857, 0.5714285714285714)",-0.2857142857142857,Negative,2
Academic Support and Resources,I'm struggling to keep up with my coursework due to the difficulty in finding and accessing course materials.,struggling keep coursework due difficulty finding accessing course material,27,1,M,Egypt,C,75,9,7.444444444444445,75.0,-0.125,0.375,Neutral,2,"(-0.125, 0.375)",-0.125,Negative,2
Academic Support and Resources,Limited access to academic advisors is causing me to feel like I'm not receiving the guidance I need to succeed academically.,limited access academic advisor causing feel like receiving guidance need succeed academically,18,1,F,Egypt,B,94,12,6.916666666666667,94.0,-0.03571428571428571,0.07142857142857142,Neutral,2,"(-0.03571428571428571, 0.07142857142857142)",-0.03571428571428571,Negative,3
Academic Support and Resources,Limited course availability is causing me to have to change my academic plans and goals.,limited course availability causing change academic plan goal,20,1,M,Egypt,C,61,8,6.75,61.0,-0.03571428571428571,0.07142857142857142,Neutral,2,"(-0.03571428571428571, 0.07142857142857142)",-0.03571428571428571,Negative,2
Academic Support and Resources,The limited access to technology and software is causing me to feel like I'm not developing the skills I need to succeed in my future career.,limited access technology software causing feel like developing skill need succeed future career,21,1,M,Egypt,C,96,13,6.461538461538462,96.0,-0.03571428571428571,0.13392857142857142,Neutral,2,"(-0.03571428571428571, 0.13392857142857142)",-0.03571428571428571,Negative,2
Academic Support and Resources,The limited access to research databases and materials is causing me to feel like I'm not able to fully explore my academic interests.,limited access research database material causing feel like able fully explore academic interest,22,1,M,Egypt,C,96,13,6.461538461538462,96.0,0.14285714285714288,0.25595238095238093,Neutral,2,"(0.14285714285714288, 0.25595238095238093)",0.14285714285714288,Positive,2
Academic Support and Resources,The difficulty in finding and accessing course materials is causing me to waste time and money trying to complete assignments.,difficulty finding accessing course material causing waste time money trying complete assignment,17,1,M,Egypt,C,96,12,7.083333333333333,96.0,-0.05,0.2,Neutral,2,"(-0.05, 0.2)",-0.05,Negative,2
Academic Support and Resources,Limited access to academic advisors is causing me to feel like I'm not receiving the academic support I need.,limited access academic advisor causing feel like receiving academic support need,20,1,F,Egypt,A,81,11,6.454545454545454,81.0,-0.023809523809523808,0.047619047619047616,Neutral,2,"(-0.023809523809523808, 0.047619047619047616)",-0.023809523809523808,Negative,4
Academic Support and Resources,Limited course availability is causing me to feel like I'm not able to fully engage with my academic studies.,limited course availability causing feel like able fully engage academic study,25,1,M,Egypt,C,78,11,6.181818181818182,78.0,0.14285714285714288,0.25595238095238093,Neutral,2,"(0.14285714285714288, 0.25595238095238093)",0.14285714285714288,Positive,2
Academic Support and Resources,"As a student in a remote area, I'm struggling to access the required course materials due to limited availability online.",student remote area struggling access required course material due limited availability online,16,1,F,Egypt,B,94,12,6.916666666666667,94.0,-0.0988095238095238,0.23928571428571424,Neutral,2,"(-0.0988095238095238, 0.23928571428571424)",-0.0988095238095238,Negative,3
Academic Support and Resources,It's frustrating when you can't access research databases and materials you need for your assignments because they're only available in the library and you can't visit it.,frustrating cant access research database material need assignment theyre available library cant visit,16,1,F,Egypt,A,102,13,6.923076923076923,102.0,0.0,0.65,Neutral,2,"(0.0, 0.65)",0.0,Neutral,4
